Step,Value,Min,Max,Error
141,-157.96739196777344,-198.06858825683597,-124.68275451660156,17.911243438720703
142,-157.38626098632812,-196.2015838623047,-120.9404525756836,18.288211822509766
143,-156.7543487548828,-196.1365203857422,-120.85086822509766,18.528823852539066
144,-155.968994140625,-193.5986785888672,-120.8114013671875,18.0572509765625
145,-154.63929748535156,-182.27783203125,-120.80989837646484,16.309995651245114
146,-154.19424438476562,-177.23313903808594,-123.45381927490234,14.758224487304688
147,-153.7685546875,-177.17771911621094,-123.36465454101562,14.527458190917967
148,-153.25584411621094,-177.19871520996094,-126.73950958251952,13.7420015335083
149,-153.05392456054688,-178.25071716308594,-126.62195587158205,14.228558540344238
150,-151.69638061523438,-170.96139526367188,-126.5567855834961,12.83049774169922
151,-151.1752166748047,-172.1531219482422,-125.41055297851562,12.875811576843262
152,-150.42735290527344,-172.19032287597656,-125.32234191894531,12.343111991882324
153,-150.3838653564453,-169.80760192871094,-125.247314453125,12.081364631652832
154,-150.68911743164062,-172.1798095703125,-126.39566040039062,12.382182121276855
155,-150.46420288085938,-174.4817657470703,-124.03689575195312,13.068321228027346
156,-150.52207946777344,-174.45263671875,-125.27108764648438,12.98774242401123
157,-149.6020965576172,-170.3632354736328,-124.05583190917969,11.674500465393065
158,-149.55824279785156,-171.39610290527344,-124.00322723388672,11.887224197387695
159,-149.0966033935547,-171.93666076660156,-124.05838775634766,11.79020881652832
160,-148.63211059570312,-171.25668334960938,-125.2802505493164,11.292677879333494
161,-148.4284210205078,-170.09593200683594,-126.51314544677734,10.923501968383787
162,-148.70928955078125,-171.43658447265625,-130.06697082519528,10.79178524017334
163,-149.6029510498047,-173.13645935058594,-131.26803588867188,11.186861991882324
164,-149.9188232421875,-174.982177734375,-131.24929809570312,11.516122817993164
165,-150.1189422607422,-174.9722442626953,-132.41688537597656,11.379551887512207
166,-149.95626831054688,-173.5951385498047,-132.37255859375,11.607447624206545
167,-149.82928466796875,-174.65538024902344,-133.37751770019528,11.948185920715332
168,-149.70947265625,-175.84324645996094,-133.38919067382812,12.133428573608398
169,-149.88461303710938,-172.27333068847656,-135.44371032714844,10.98183822631836
170,-150.295166015625,-174.7259063720703,-134.21914672851562,11.757699012756348
171,-149.93869018554688,-175.7861785888672,-133.14657592773438,12.309178352355955
172,-149.88194274902344,-176.88560485839844,-133.13406372070312,12.550091743469238
173,-150.69924926757812,-177.73789978027344,-135.25180053710938,12.282569885253904
174,-150.98626708984375,-178.8656005859375,-134.11932373046878,12.55506706237793
175,-151.43421936035156,-178.76480102539062,-135.60653686523438,12.0363130569458
176,-151.1633758544922,-176.4965057373047,-134.388427734375,11.816838264465332
177,-151.2655029296875,-176.54344177246094,-135.18536376953122,11.728277206420898
178,-151.62347412109375,-177.6671142578125,-136.36976623535156,11.608073234558105
179,-151.98806762695312,-180.0830841064453,-137.55601501464844,11.719907760620115
180,-151.93475341796875,-180.04556274414062,-136.3382568359375,11.588438987731935
181,-151.94091796875,-180.0391082763672,-137.57302856445312,11.673946380615234
182,-152.0513458251953,-178.81947326660156,-133.91099548339844,11.921817779541016
183,-152.08914184570312,-175.4333038330078,-135.00032043457028,11.0200777053833
184,-151.26329040527344,-175.50221252441406,-133.72894287109378,11.505305290222168
185,-151.274169921875,-175.4940643310547,-133.72523498535156,11.671683311462402
186,-151.68453979492188,-177.8629150390625,-133.73493957519528,12.513710021972654
187,-152.06752014160156,-179.1147003173828,-133.72010803222656,12.849813461303713
188,-151.74246215820312,-176.85926818847656,-133.15046691894528,12.461256980895994
189,-152.80665588378906,-175.65579223632812,-133.20390319824222,11.99863052368164
190,-152.5972137451172,-176.6556854248047,-133.09835815429688,12.567502975463867
191,-152.94454956054688,-177.8655548095703,-134.32893371582028,12.884875297546387
192,-153.13951110839844,-177.8540496826172,-133.13844299316406,12.956119537353516
193,-152.73794555664062,-175.74288940429688,-131.98045349121094,12.466389656066895
194,-152.49591064453125,-176.9852752685547,-130.79562377929688,13.14609146118164
195,-152.87649536132812,-178.1516876220703,-130.81346130371094,13.399280548095705
196,-153.07273864746094,-176.7901153564453,-129.69541931152344,13.147146224975586
197,-153.058837890625,-176.85166931152344,-129.74008178710938,13.142107009887695
198,-153.4298095703125,-179.2282257080078,-131.50419616699222,13.177017211914062
199,-153.3250274658203,-179.2110595703125,-131.51443481445312,13.665923118591307
200,-154.08035278320312,-180.88987731933597,-131.46855163574222,13.981225967407227
