Step,Value,Min,Max,Error
176,-278.2432861328125,-429.7743835449219,-166.20880126953125,65.23094940185547
177,-273.52462768554693,-417.1134643554688,-163.67555236816406,62.26065444946289
178,-267.53729248046875,-414.2922058105469,-166.07351684570312,60.68629455566406
179,-262.55908203125,-400.4650573730469,-164.98175048828125,57.6673583984375
180,-257.4994506835937,-400.3144836425781,-163.75167846679688,57.06892013549805
181,-255.29556274414062,-408.6022338867188,-163.80517578125,57.7138557434082
182,-253.38400268554688,-405.7690124511719,-165.0959930419922,56.82279586791992
183,-248.47479248046875,-403.0136413574219,-166.383056640625,56.48190689086914
184,-245.18443298339844,-402.982666015625,-164.6791229248047,57.040016174316406
185,-241.56707763671875,-403.0164489746094,-162.0879364013672,57.48484420776367
186,-240.8319854736328,-403.0773010253906,-165.6790313720703,57.01274108886719
187,-238.6888427734375,-399.0660095214844,-166.91094970703125,55.80464553833008
188,-235.91310119628903,-394.9867248535156,-167.92514038085938,55.37357711791992
189,-234.08657836914062,-393.5519409179688,-164.31671142578125,55.29656982421875
190,-233.25653076171875,-390.5952453613281,-163.11241149902344,54.41219711303711
191,-232.8892974853516,-387.9267883300781,-163.11016845703125,53.50224304199219
192,-230.3281555175781,-385.2640380859375,-163.0673370361328,53.08600234985352
193,-227.9477386474609,-377.0478820800781,-162.85702514648438,51.92676544189453
194,-226.28466796875,-364.1793823242188,-160.4259490966797,49.84450912475586
195,-224.48284912109372,-358.66412353515625,-158.95809936523438,48.976844787597656
196,-223.14166259765625,-358.6101989746094,-156.6424560546875,49.340110778808594
197,-221.85858154296875,-355.6446533203125,-155.43789672851562,49.75388717651367
198,-221.0215148925781,-368.0031433105469,-154.21334838867188,51.82433319091797
199,-219.9351959228516,-369.2059326171875,-154.2334442138672,52.02014541625977
200,-219.12277221679688,-366.5138244628906,-155.25628662109375,51.68818283081055
